player_id,player,position,team,league,age,year_of_birth,mins_90s,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,touches_live,touches_success,dribbles_att,dribbles_percent,dribbles_player_count,dribbles_megs,dribbles_carries,carries_total_dist,carries_prog_dist,pass_targets,pass_receptions,pass_reception_percent,miscontrols,dispossessed
12342,Andreas Skov Olsen,FWMF,Bologna,Serie A,19,1999,5.9,221,5,29,94,105,18,218,7,13,53.8,8,0,155,862,470,251,146,58.2,16,13
12343,Robert Skov,DFFW,Hoffenheim,Bundesliga,23,1996,1.2,46,1,7,19,25,7,45,0,1,0,0,0,22,132,62,59,30,50.8,3,3
12344,Simon Skrabb,MFFW,Brescia,Serie A,24,1995,14.3,737,12,36,337,396,112,708,12,27,44.4,14,1,463,2105,1045,883,588,66.6,50,27
12345,Milan Škriniar,DF,Inter,Serie A,24,1995,4.4,251,4,45,135,81,6,244,2,4,50,2,0,159,648,283,193,175,90.7,2,3
12346,Steven Skrzybski,FWMF,Düsseldorf,Bundesliga,26,1992,28.5,1748,237,848,914,81,48,1708,7,9,77.8,7,2,1071,5537,2661,1150,1122,97.6,5,3
12347,Petar Škuletić,FW,Montpellier,Ligue 1,29,1990,1.7,79,71,79,0,0,0,60,0,0,,0,0,43,181,89,41,40,97.6,0,0
12348,Islam Slimani,FW,Monaco,Ligue 1,31,1988,22.8,1326,70,414,658,367,25,1128,26,52,50,30,4,786,5938,3480,798,738,92.5,23,21
12349,William Smallbone,MF,Southampton,Premier League,19,2000,1.1,50,3,12,30,16,0,50,1,1,100,1,0,36,281,180,47,39,83,5,2
12350,Chris Smalling,DF,Roma,Serie A,29,1989,8.3,299,9,27,154,130,44,282,11,23,47.8,12,0,198,1227,643,355,222,62.5,23,16
12351,Dennis Smarsch,GK,Hertha BSC,Bundesliga,20,1999,16.8,805,16,140,310,397,59,707,15,27,55.6,16,1,511,3374,1688,664,501,75.5,12,35
12352,Adam Smith,DF,Bournemouth,Premier League,28,1991,2.8,161,5,40,68,59,2,141,2,2,100,2,0,90,484,254,102,94,92.2,3,2
12353,Emile Smith-Rowe,MF,Arsenal,Premier League,19,2000,14.5,910,55,271,427,258,16,715,3,7,42.9,3,0,397,2317,1147,463,416,89.8,13,9
12354,Fyodor Smolov,FW,Celta Vigo,La Liga,29,1990,4.8,255,6,62,124,81,1,183,1,3,33.3,1,0,111,617,313,124,110,88.7,4,4
12355,Robert Snodgrass,MFFW,West Ham,Premier League,31,1987,1,54,6,35,16,7,2,51,0,0,,0,0,16,98,55,20,17,85,1,0
12356,Cédric Soares,DF,Arsenal,Premier League,27,1991,7.8,299,14,99,170,46,8,294,4,6,66.7,4,1,176,777,337,201,173,86.1,6,7
12357,Cédric Soares,DF,Southampton,Premier League,27,1991,1.9,90,1,10,41,45,12,89,4,7,57.1,4,0,61,508,319,99,61,61.6,7,9
12358,Rafa Soares,DFMF,Eibar,La Liga,24,1995,18.3,695,20,86,324,333,82,670,30,57,52.6,31,0,479,3385,1842,818,471,57.6,58,55
12359,Lasse Sobiech,DF,Köln,Bundesliga,28,1991,26.1,789,20,52,376,387,102,723,13,26,50,16,3,451,1698,667,1020,555,54.4,52,25
12360,Marcel Sobottka,MF,Düsseldorf,Bundesliga,25,1994,23,932,33,171,518,292,44,907,16,28,57.1,20,2,622,3354,1580,816,668,81.9,38,17
12361,Rubén Sobrino,FWMF,Valencia,La Liga,27,1992,0.1,7,3,6,2,0,0,7,0,0,,0,0,5,22,6,4,4,100,0,0
12362,Dominic Solanke,FWMF,Bournemouth,Premier League,21,1997,34,1617,1319,1611,9,0,0,1270,1,1,100,1,0,958,4638,2279,901,899,99.8,0,1
12363,Roberto Soldado,FW,Granada,La Liga,34,1985,0,4,0,0,0,4,1,4,0,1,0,0,0,3,8,4,8,4,50,1,0
12364,Carlos Soler,MF,Valencia,La Liga,22,1997,38,1217,883,1196,27,0,0,728,0,0,,0,0,473,3517,2550,303,301,99.3,0,0
12365,Oumar Solet,DF,Lyon,Ligue 1,19,2000,2.9,285,10,71,196,30,1,279,2,2,100,2,0,206,847,325,244,238,97.5,1,1
12366,Yann Sommer,GK,M'Gladbach,Bundesliga,30,1988,11,317,280,315,1,2,1,205,0,0,,0,0,160,826,442,110,110,100,0,0
12367,Kévin Soni,FW,Espanyol,La Liga,21,1998,27.4,1484,26,174,834,617,75,1459,30,42,71.4,30,0,1132,8140,4204,1388,1158,83.4,26,33
12368,David Soria,GK,Getafe,La Liga,26,1993,5.7,296,1,31,112,188,33,287,18,21,85.7,19,0,252,2183,1268,300,235,78.3,14,11
12369,Bruno Soriano,MF,Villarreal,La Liga,35,1984,11.6,530,50,155,271,118,34,525,1,6,16.7,2,1,238,838,318,377,291,77.2,8,2
12370,Juan Soriano,GK,Leganés,La Liga,21,1997,7.1,387,74,210,181,8,5,376,0,0,,0,0,224,1102,415,235,233,99.1,0,0
12371,Roberto Soriano,MF,Bologna,Serie A,28,1991,4.6,386,29,166,232,6,4,378,1,2,50,2,0,287,1381,582,290,288,99.3,1,0
12372,Riccardo Sottil,FWDF,Fiorentina,Serie A,20,1999,13.5,851,12,131,656,138,6,841,19,21,90.5,20,0,648,4080,1777,676,639,94.5,12,18
12373,Tomáš Souček,MF,West Ham,Premier League,24,1995,4.3,198,0,26,111,82,4,180,11,16,68.8,11,0,143,1137,599,166,125,75.3,9,14
12374,Adama Soumaoro,DF,Genoa,Serie A,27,1992,22.4,1335,74,393,599,429,28,1090,23,48,47.9,29,1,751,4658,2725,809,714,88.3,21,24
12375,Adama Soumaoro,DF,Lille,Ligue 1,27,1992,19.4,1128,27,216,683,302,31,1088,13,25,52,14,0,714,4276,2037,852,700,82.2,25,20
12376,Boubakary Soumaré,MF,Lille,Ligue 1,20,1999,33.7,2629,295,1373,1327,83,33,2579,18,22,81.8,19,0,1753,10460,4674,1852,1829,98.8,8,8
12377,Bryan Soumaré,MFFW,Dijon,Ligue 1,20,1999,17.5,637,15,117,257,304,53,619,14,36,38.9,14,2,449,3031,1768,627,431,68.7,27,38
12378,Arnaud Souquet,DF,Montpellier,Ligue 1,27,1992,17.2,1187,70,327,573,407,65,1021,24,45,53.3,27,4,768,6940,4303,817,756,92.5,20,10
12379,Djibril Sow,MF,Eint Frankfurt,Bundesliga,22,1997,5.8,161,139,160,2,0,0,126,0,0,,0,0,93,325,150,73,73,100,0,0
12380,Çağlar Söyüncü,DF,Leicester City,Premier League,23,1996,6.6,282,8,51,113,136,20,267,8,18,44.4,10,2,195,1445,883,263,193,73.4,12,4
12381,Nikolas Špalek,MFFW,Brescia,Serie A,22,1997,1.5,64,1,10,30,27,6,62,1,2,50,1,0,56,403,224,64,52,81.3,4,1
12382,Leonardo Spinazzola,DF,Roma,Serie A,26,1993,0.5,38,1,5,19,15,3,38,1,4,25,1,1,26,94,44,44,27,61.4,2,3
12383,Marco Sportiello,GK,Atalanta,Serie A,27,1992,12.4,423,11,43,235,159,37,396,16,21,76.2,16,2,268,1354,680,467,301,64.5,35,21
12384,Mattia Sprocati,FW,Parma,Serie A,26,1993,23.5,1261,193,753,543,50,16,1223,9,13,69.2,9,1,743,4785,2425,752,733,97.5,10,9
12385,Bassem Srarfi,FWDF,Nice,Ligue 1,22,1997,17.2,961,89,363,430,235,26,809,16,26,61.5,19,0,512,3395,1932,550,478,86.9,16,13
12386,Dennis Srbeny,MFFW,Norwich City,Premier League,25,1994,4.4,246,21,83,116,61,1,203,4,5,80,5,0,131,557,212,139,123,88.5,1,9
12387,Dennis Srbeny,FWMF,Paderborn 07,Bundesliga,25,1994,9,557,70,302,293,12,0,547,4,5,80,4,0,363,2262,1184,340,338,99.4,1,2
12388,Jerry St. Juste,DF,Mainz 05,Bundesliga,22,1996,7.9,387,10,68,148,196,18,348,13,21,61.9,14,2,271,1781,978,309,255,82.5,10,9
12389,Jack Stacey,DF,Bournemouth,Premier League,23,1996,19.2,1088,139,602,522,45,18,1058,5,8,62.5,5,0,669,4415,2335,699,684,97.9,3,4
12390,Kostas Stafylidis,DF,Hoffenheim,Bundesliga,25,1993,0.1,2,2,2,0,0,0,1,0,0,,0,0,1,0,0,1,1,100,0,0
12391,Benjamin Stambouli,DF,Schalke 04,Bundesliga,28,1990,17.6,939,24,153,502,353,50,879,34,45,75.6,35,1,626,3715,2195,764,610,79.8,28,32
12392,Junior Stanislas,MFDF,Bournemouth,Premier League,29,1989,17,674,583,669,6,0,0,464,0,0,,0,0,313,1495,920,247,247,100,0,0
12393,Niklas Stark,DF,Hertha BSC,Bundesliga,24,1995,28.1,1901,93,578,1141,291,9,1884,10,11,90.9,10,0,1281,6018,2262,1388,1319,95,11,16
12394,Jed Steer,GK,Aston Villa,Premier League,26,1992,27.2,1545,211,824,784,44,16,1498,8,12,66.7,8,1,811,5001,2799,862,840,97.4,8,7
12395,Renato Steffen,MFFW,Wolfsburg,Bundesliga,27,1991,7.8,276,8,27,137,125,37,267,2,6,33.3,4,0,168,911,323,415,198,47.7,26,15
12396,Zack Steffen,GK,Düsseldorf,Bundesliga,24,1995,29.5,1636,12,93,571,1087,296,1616,59,128,46.1,67,3,1328,8795,5850,1688,1343,79.6,51,71
12397,Dale Stephens,MF,Brighton,Premier League,30,1989,37.2,2300,94,522,984,924,81,1980,62,87,71.3,64,6,1446,8147,4618,1477,1351,91.5,39,56
12398,Jack Stephens,DF,Southampton,Premier League,25,1994,13.1,554,26,95,292,210,40,534,20,34,58.8,22,3,392,2462,1445,574,404,70.4,23,21
12399,Mariusz Stępiński,FW,Hellas Verona,Serie A,24,1995,15.9,948,10,118,567,299,62,916,14,26,53.8,15,2,627,2264,1060,932,714,76.6,25,30
12400,Raheem Sterling,FW,Manchester City,Premier League,24,1994,14.1,1115,18,209,654,316,13,1003,24,31,77.4,24,0,743,3724,1743,812,756,93.1,15,23
12401,Enda Stevens,DF,Sheffield Utd,Premier League,29,1990,1.4,40,1,1,19,21,7,39,1,2,50,1,0,28,92,17,61,28,45.9,4,2
12402,Marco Stiepermann,MF,Norwich City,Premier League,28,1991,12.5,1100,110,439,706,55,11,1086,3,4,75,4,0,766,5541,3323,866,852,98.4,2,0
12403,Lars Stindl,MFFW,M'Gladbach,Bundesliga,30,1988,38,1308,1159,1297,15,1,0,951,1,1,100,1,0,724,3808,2072,626,625,99.8,0,0
12404,Kevin Stöger,MF,Düsseldorf,Bundesliga,25,1993,6.8,448,28,197,263,19,1,438,5,5,100,5,0,303,1219,588,323,314,97.2,4,3
12405,Vlatko Stojanovski,FW,Nîmes,Ligue 1,22,1997,15.1,838,150,541,296,39,15,795,1,1,100,1,0,410,2513,1397,459,437,95.2,3,1
12406,John Stones,DF,Manchester City,Premier League,25,1994,15.7,1099,34,253,742,174,23,1050,3,6,50,3,0,687,3510,1773,779,737,94.6,10,6
12407,Thomas Strakosha,GK,Lazio,Serie A,24,1995,31,1831,80,499,860,574,34,1560,19,32,59.4,23,3,1149,5721,3065,1342,1196,89.1,20,13
12408,Tobias Strobl,MFDF,M'Gladbach,Bundesliga,29,1990,13.9,703,53,184,368,187,29,668,16,30,53.3,18,0,444,2522,1178,527,433,82.2,21,30
12409,Christian Strohdiek,DF,Paderborn 07,Bundesliga,31,1988,28.8,1775,44,367,901,572,17,1268,23,35,65.7,24,2,717,3576,1999,807,717,88.8,21,15
12410,Kevin Strootman,MF,Marseille,Ligue 1,29,1990,18.1,1104,22,152,611,455,51,1014,56,101,55.4,60,4,883,7117,4470,954,822,86.2,27,48
12411,Jens Stryger Larsen,DF,Udinese,Serie A,28,1991,22.2,930,16,38,377,555,150,887,25,52,48.1,26,3,572,2529,1529,1146,777,67.8,38,30
12412,Stefano Sturaro,MF,Genoa,Serie A,26,1993,0.7,37,1,19,17,3,1,24,0,1,0,0,0,13,30,3,16,14,87.5,0,0
12413,Damián Suárez,DF,Getafe,La Liga,31,1988,21.8,1005,98,482,521,70,14,981,3,5,60,3,0,489,2931,1587,511,488,95.5,4,5
12414,Denis Suárez,MFFW,Celta Vigo,La Liga,25,1994,0.8,33,0,2,12,24,3,33,1,4,25,2,0,28,167,96,55,27,49.1,3,2
12415,Luis Suárez,FW,Barcelona,La Liga,32,1987,4.4,233,34,155,84,4,1,229,1,1,100,1,0,144,754,386,147,146,99.3,0,0
12416,Mathías Suárez,DF,Montpellier,Ligue 1,23,1996,7.1,680,85,385,327,19,5,677,2,2,100,2,0,518,2767,1551,549,547,99.6,3,1
12417,Neven Subotić,DF,Union Berlin,Bundesliga,30,1988,0.1,5,0,0,5,1,0,4,0,1,0,0,0,1,11,0,2,1,50,1,0
12418,Isaac Success,FWMF,Watford,Premier League,23,1996,1.5,79,4,24,36,25,0,74,3,3,100,3,0,56,279,134,53,51,96.2,1,1
12419,Marek Suchý,DF,Augsburg,Bundesliga,31,1988,15,681,116,443,252,11,6,668,2,3,66.7,3,0,412,1536,579,403,390,96.8,1,3
12420,Niklas Süle,DF,Bayern Munich,Bundesliga,23,1995,2.6,148,9,57,73,22,0,139,1,1,100,1,0,73,325,94,83,79,95.2,3,1
12421,Ki Sung-yueng,MF,Mallorca,La Liga,30,1989,0.3,20,0,2,5,13,5,20,1,2,50,1,0,11,72,46,36,17,47.2,4,1
12422,Ki Sung-yueng,MF,Newcastle Utd,Premier League,30,1989,8.7,468,3,45,214,239,17,447,19,30,63.3,20,2,372,2169,1134,460,381,82.8,10,20
12423,Stoppila Sunzu,DF,Metz,Ligue 1,30,1989,15.1,898,4,64,355,538,38,837,33,52,63.5,33,2,746,4614,2675,851,712,83.7,13,29
12424,Andrew Surman,MF,Bournemouth,Premier League,32,1986,3.1,205,13,69,110,45,3,198,3,4,75,3,0,144,873,456,140,135,96.4,2,7
12425,Sam Surridge,FW,Bournemouth,Premier League,21,1998,14.9,997,53,293,473,284,11,859,5,8,62.5,5,0,567,2787,1528,606,557,91.9,10,7
12426,Suso,FWMF,Sevilla,La Liga,25,1993,11.7,582,23,118,299,202,30,556,13,19,68.4,13,0,381,2227,1270,463,402,86.8,21,16
12427,Suso,FWMF,Milan,Serie A,25,1993,28,1877,133,626,910,460,47,1601,27,48,56.3,29,0,977,6389,3958,1050,934,89,37,30
12428,Bosko Sutalo,DF,Atalanta,Serie A,19,2000,0.1,4,0,0,1,3,2,3,0,0,,0,0,2,13,1,4,2,50,1,0
12429,Markus Suttner,DFMF,Düsseldorf,Bundesliga,32,1987,0.4,23,0,1,12,10,2,23,2,2,100,2,0,18,88,26,24,19,79.2,2,1
12430,Mattias Svanberg,MF,Bologna,Serie A,20,1999,12.7,483,15,41,221,236,83,463,14,23,60.9,14,1,284,1095,499,631,363,57.5,45,27
12431,Issiaga Sylla,DF,Toulouse,Ligue 1,25,1994,28.8,830,736,823,8,0,0,589,0,0,,0,0,339,1553,695,323,319,98.8,0,0
12432,Moussa Sylla,FW,Monaco,Ligue 1,19,1999,10.7,500,27,138,252,153,38,491,13,23,56.5,15,2,358,2471,1372,417,344,82.5,20,20
12433,Eddy Sylvestre,MF,Nice,Ligue 1,19,1999,2.6,93,21,64,28,3,0,80,0,0,,0,0,30,106,54,40,36,90,1,1
12434,Ádám Szalai,FW,Mainz 05,Bundesliga,31,1987,22.3,1446,77,466,841,236,11,1384,24,32,75,25,0,929,5505,3127,972,928,95.5,15,19
12435,Wojciech Szczęsny,GK,Juventus,Serie A,29,1990,23.2,2298,217,1215,1200,66,10,2252,13,16,81.3,14,0,1647,9216,4601,1703,1675,98.4,1,7
12436,Andrea Tabanelli,MF,Lecce,Serie A,29,1990,9.8,541,5,80,291,226,23,526,19,38,50,20,1,408,2987,1970,496,401,80.8,20,21
12437,Tachi,DF,Alavés,La Liga,21,1997,0.2,11,1,4,2,5,0,11,0,0,,0,0,7,46,36,12,7,58.3,0,3
12438,Panagiotis Tachtsidis,MF,Lecce,Serie A,28,1991,5.8,300,15,60,175,81,9,295,5,13,38.5,7,1,208,1055,524,269,228,84.8,7,7
12439,Jonathan Tah,DF,Leverkusen,Bundesliga,23,1996,2.3,217,11,49,138,47,4,215,5,7,71.4,5,0,179,827,428,177,176,99.4,0,2
12440,Flavien Tait,MFFW,Rennes,Ligue 1,26,1993,5.8,320,32,137,162,38,2,286,7,10,70,7,0,166,855,455,171,156,91.2,5,8
12441,Mahdi Talal,FW,Amiens,Ligue 1,21,1997,0.3,4,0,0,1,3,2,4,0,0,,0,0,3,10,0,4,4,100,1,1
12442,Adrien Tameze,MF,Nice,Ligue 1,25,1994,11.8,1220,113,693,614,19,4,1195,5,8,62.5,5,0,907,4872,2608,925,916,99,5,2
12443,Adrien Tameze,MF,Atalanta,Serie A,25,1994,25.5,1501,124,512,648,418,33,1264,10,23,43.5,14,1,758,3294,1853,833,771,92.6,6,20
12444,Japhet Tanganga,DF,Tottenham,Premier League,20,1999,10.6,353,65,223,132,12,5,341,0,0,,0,0,142,807,409,162,156,96.3,0,0
12445,Adil Taoui,MF,Toulouse,Ligue 1,17,2001,38,1813,313,959,797,111,72,1785,15,16,93.8,16,0,731,3501,1423,832,792,95.2,14,5
12446,Edmond Tapsoba,DF,Leverkusen,Bundesliga,20,1999,2,63,52,63,0,0,0,56,0,0,,0,0,34,106,71,27,27,100,0,0
12447,Matt Targett,DF,Aston Villa,Premier League,23,1995,22.2,805,29,66,399,368,110,767,9,25,36,10,1,386,2003,797,1085,611,56.3,44,44
12448,Rodrigo Tarín,DF,Leganés,La Liga,23,1996,21.6,1321,110,437,595,375,10,1048,19,39,48.7,22,3,613,5186,2515,657,614,93.5,12,17
12449,James Tarkowski,DF,Burnley,Premier League,26,1992,12.1,631,62,232,298,120,5,532,2,3,66.7,2,0,303,1122,571,363,322,88.7,4,2
12450,Ciprian Tătărușanu,GK,Lyon,Ligue 1,33,1986,12.3,807,27,208,564,87,11,795,13,17,76.5,14,0,606,3033,1472,609,571,93.8,5,19
12451,Júlio Tavares,FW,Dijon,Ligue 1,30,1988,0.7,33,3,9,17,9,2,30,1,3,33.3,1,0,19,68,24,20,17,85,0,0
12452,Charlie Taylor,DF,Burnley,Premier League,25,1993,1.2,41,8,18,23,4,1,35,1,1,100,1,0,22,128,69,24,23,95.8,2,1
12453,Neil Taylor,DF,Aston Villa,Premier League,30,1989,16.1,940,47,247,491,249,8,751,5,9,55.6,5,1,466,2455,1167,491,434,88.4,10,5
12454,Aurélien Tchouaméni,MF,Bordeaux,Ligue 1,19,2000,5,194,0,19,86,113,13,188,10,18,55.6,10,0,162,1401,1033,214,129,60.3,25,19
12455,Aurélien Tchouaméni,MF,Monaco,Ligue 1,19,2000,0,3,0,0,1,2,1,3,0,0,,0,0,2,6,4,3,2,66.7,0,0
12456,Georg Teigl,DFMF,Augsburg,Bundesliga,28,1991,8.7,453,7,60,171,252,31,420,12,19,63.2,12,1,339,2258,1436,386,331,85.8,14,10
12457,Álvaro Tejero,DF,Eibar,La Liga,23,1996,0.4,14,2,5,7,3,0,14,1,1,100,1,0,10,95,52,9,9,100,0,0
12458,Bernard Tekpetey,FWMF,Düsseldorf,Bundesliga,21,1997,2.5,109,1,15,63,43,10,105,4,7,57.1,4,0,68,558,348,114,74,64.9,3,10
12459,Nathan Tella,FW,Southampton,Premier League,20,1999,7.6,444,40,158,198,112,7,386,3,5,60,3,0,230,1080,542,293,258,88.1,5,4
12460,Cristian Tello,MFFW,Betis,La Liga,27,1991,36,1493,1259,1485,10,0,0,1237,0,0,,0,0,929,4103,2550,909,906,99.7,0,0
12461,Lino Tempelmann,MF,Freiburg,Bundesliga,20,1999,9,288,19,40,118,138,66,268,2,5,40,3,0,110,546,254,391,170,43.5,17,10
12462,Łukasz Teodorczyk,FW,Udinese,Serie A,28,1991,6.9,232,216,232,0,0,0,149,0,0,,0,0,89,531,266,71,71,100,0,0
12463,Hidde ter Avest,DF,Udinese,Serie A,22,1997,13.3,583,12,86,293,260,51,557,18,30,60,20,1,375,2571,1579,526,400,76,24,17
12464,Marc-André ter Stegen,GK,Barcelona,La Liga,27,1992,0.1,6,0,1,5,0,0,6,0,0,,0,0,5,11,8,6,5,83.3,0,0
12465,Simon Terodde,FWMF,Köln,Bundesliga,31,1988,11.9,995,38,262,508,293,25,860,11,20,55,12,1,632,3584,1891,679,622,91.6,13,8
12466,Pietro Terracciano,GK,Fiorentina,Serie A,29,1990,26,1494,129,564,838,177,12,1482,16,24,66.7,19,0,951,4914,2235,983,948,96.4,22,12
12467,Martin Terrier,FWMF,Lyon,Ligue 1,22,1997,0.2,22,0,4,10,8,5,22,2,3,66.7,2,0,20,115,48,23,18,78.3,1,0
12468,Aleksa Terzić,DF,Fiorentina,Serie A,19,1999,2,77,72,77,0,0,0,43,0,0,,0,0,21,107,63,15,15,100,0,0
12469,Kenny Tete,DF,Lyon,Ligue 1,23,1995,0.8,49,10,23,28,4,0,49,0,0,,0,0,31,231,128,32,31,96.9,0,0
12470,Alexander Tettey,MFDF,Norwich City,Premier League,33,1986,0.8,43,36,42,1,0,0,34,0,0,,0,0,27,152,77,20,20,100,0,0
12471,Florian Thauvin,FW,Marseille,Ligue 1,26,1993,6.2,249,5,49,100,117,6,241,2,6,33.3,2,0,157,883,458,221,148,67,15,14
12472,Demba Thiam,GK,SPAL,Serie A,21,1998,16.8,922,13,127,452,436,64,894,61,101,60.4,62,2,774,5767,3587,919,702,76.4,43,42
12473,Malick Thiaw,DF,Schalke 04,Bundesliga,17,2001,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
12474,Niclas Thiede,GK,Freiburg,Bundesliga,20,1999,3,220,5,42,98,92,5,195,2,3,66.7,2,0,142,601,321,153,144,94.1,4,2
12475,Jan Thielmann,FWMF,Köln,Bundesliga,17,2002,26,1425,219,866,609,26,18,1375,3,3,100,3,0,811,3608,1703,889,854,96.1,6,1
12476,Sada Thioub,MFFW,Angers,Ligue 1,24,1995,23,1234,8,123,604,588,103,1186,28,50,56,31,3,844,4796,2393,1196,900,75.3,57,40
12477,Jordan Thomas,FW,Norwich City,Premier League,,,25.1,1234,21,204,528,613,72,1123,47,69,68.1,49,0,887,6990,4403,1061,816,76.9,42,53
12478,Luke Thomas,DF,Leicester City,Premier League,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
12479,Romain Thomas,DF,Angers,Ligue 1,31,1988,20.7,1001,57,241,527,280,44,963,8,12,66.7,8,0,564,2540,1286,730,600,82.2,18,13
12480,Adrien Thomasson,MF,Strasbourg,Ligue 1,25,1993,24.5,1076,26,126,520,538,158,1064,69,114,60.5,73,3,796,6493,4167,1311,815,62.2,72,53
12481,Erik Thommy,DFFW,Düsseldorf,Bundesliga,24,1994,6.6,446,26,163,256,58,2,439,4,6,66.7,5,0,328,1758,812,330,317,96.1,5,9
12482,Max Thompson,FW,Burnley,Premier League,17,2002,31.4,2141,31,328,1169,761,59,2049,30,46,65.2,31,2,1461,6193,3380,1773,1586,89.5,32,51
12483,Morten Thorsby,MFDF,Sampdoria,Serie A,23,1996,11,664,41,218,280,197,17,579,12,16,75,12,1,381,2162,1125,422,385,91.2,12,6
12484,Marcus Thuram,FW,M'Gladbach,Bundesliga,21,1997,1.3,53,1,8,30,22,5,52,0,1,0,0,0,41,343,193,55,43,78.2,2,2
12485,Khéphren Thuram-Ulie,MF,Nice,Ligue 1,18,2001,10.5,508,25,107,302,120,7,447,2,2,100,2,0,166,795,355,220,198,90,6,4
12486,Youri Tielemans,MF,Leicester City,Premier League,22,1997,13.4,897,92,427,463,58,16,869,9,11,81.8,9,1,566,3686,1902,535,514,96.1,7,5
12487,Kieran Tierney,DF,Arsenal,Premier League,22,1997,0.9,63,13,38,26,0,0,62,0,1,0,0,0,43,292,135,45,44,97.8,0,0
12488,Cheick Timite,MFFW,Amiens,Ligue 1,21,1997,4.1,331,49,193,150,12,5,327,9,10,90,9,1,236,1722,958,213,210,98.6,5,3
12489,David Timor,MFDF,Getafe,La Liga,29,1989,11,347,2,23,167,188,72,332,16,27,59.3,19,1,252,1994,1169,525,276,52.6,20,17
12490,Marcel Tisserand,DF,Wolfsburg,Bundesliga,26,1993,6,254,1,24,109,138,24,248,8,13,61.5,9,0,204,1332,695,273,208,76.2,14,15
12491,Jean-Clair Todibo,DF,Barcelona,La Liga,19,1999,7.1,645,11,83,435,171,27,637,7,11,63.6,8,0,491,2339,921,570,520,91.2,6,13
12492,Jean-Clair Todibo,DF,Schalke 04,Bundesliga,19,1999,24.3,1723,85,518,866,465,57,1472,20,28,71.4,20,1,1123,6620,3760,1204,1120,93,24,31
12493,Karl Toko Ekambi,FW,Villarreal,La Liga,26,1992,29,1980,175,766,1087,242,38,1908,16,21,76.2,16,2,1307,7725,4411,1333,1293,97,5,18
12494,Karl Toko Ekambi,FW,Lyon,Ligue 1,26,1992,11.9,434,3,37,268,163,48,409,31,48,64.6,33,3,317,1887,791,602,329,54.7,35,30
12495,Corentin Tolisso,MF,Bayern Munich,Bundesliga,24,1994,28.1,1985,141,677,1001,448,29,1715,30,47,63.8,30,2,1177,8007,4791,1232,1165,94.6,23,18
12496,Jeremy Toljan,DF,Sassuolo,Serie A,24,1994,17.6,857,156,563,294,34,21,829,1,1,100,1,0,399,1793,891,456,442,96.9,1,3
12497,Rafael Tolói,DF,Atalanta,Serie A,28,1990,14.3,1277,147,706,603,50,8,1261,7,11,63.6,9,0,936,4464,2162,959,944,98.4,4,5
12498,Raúl de Tomás,FW,Espanyol,La Liga,24,1994,19.5,1132,158,573,502,147,16,1043,4,7,57.1,5,0,687,4690,2543,723,704,97.4,3,5
12499,Takehiro Tomiyasu,DF,Bologna,Serie A,20,1998,33.5,1904,100,490,1056,485,20,1567,39,49,79.6,42,2,1088,7085,4211,1112,1036,93.2,34,38
12500,James Tomkins,DF,Crystal Palace,Premier League,30,1989,7.8,437,71,223,229,22,4,423,6,6,100,6,0,278,1586,1098,286,284,99.3,4,2
12501,Fikayo Tomori,DF,Chelsea,Premier League,21,1997,17.7,1104,68,430,497,270,20,934,27,40,67.5,28,3,698,4478,2991,736,651,88.5,15,16
12502,Nenad Tomović,DF,SPAL,Serie A,31,1987,7.9,567,75,259,308,34,5,546,5,5,100,5,0,394,2268,1000,386,373,96.6,4,7
12503,Sandro Tonali,MF,Brescia,Serie A,19,2000,20.5,855,27,70,394,450,105,839,35,66,53,41,4,628,3930,2051,1093,690,63.1,73,55
12504,Lorenzo Tonelli,DF,Sampdoria,Serie A,29,1990,16.8,1091,58,306,663,186,31,1061,13,16,81.3,13,1,727,3403,1553,767,709,92.4,11,16
12505,Toño,DF,Levante,La Liga,29,1989,25,1029,21,165,477,502,71,1003,56,94,59.6,62,3,816,5839,3543,1026,778,75.8,50,45
12506,Ömer Toprak,DF,Werder Bremen,Bundesliga,30,1989,17.7,1173,11,172,702,369,40,1146,22,31,71,22,1,897,4587,2343,1038,900,86.7,25,36
12507,Ernesto Torregrossa,FW,Brescia,Serie A,27,1992,33,2313,391,1447,961,38,17,2254,10,13,76.9,11,1,1553,9637,5660,1633,1610,98.6,4,9
12508,Lucas Torreira,MF,Arsenal,Premier League,23,1996,30.2,1472,47,211,707,629,77,1328,30,53,56.6,33,3,902,3987,2180,1202,924,76.9,42,29
12509,Ferrán Torres,MFFW,Valencia,La Liga,19,2000,3.7,227,8,60,140,36,6,221,2,4,50,3,0,108,540,272,119,110,92.4,4,0
12510,Óliver Torres,MFFW,Sevilla,La Liga,24,1994,16.2,1016,149,618,436,46,12,985,10,16,62.5,10,0,635,3898,2324,672,652,97,8,8
12511,Pau Torres,DF,Villarreal,La Liga,22,1997,2,69,1,10,34,28,10,69,7,8,87.5,7,0,56,343,178,124,54,43.5,5,4
12512,Roberto Torres,MFFW,Osasuna,La Liga,30,1989,3.2,96,1,6,29,65,25,95,1,5,20,1,0,53,268,81,133,73,54.9,3,2
